beta_x/theta_E,beta_y/theta_E,theta1_x/theta_E,theta1_y/theta_E,theta2_x/theta_E,theta2_y/theta_E
-0.63444917,0.89740419,-0.97592537,1.38040928,0.3414762,-0.48300509
-0.60164763,0.96633861,-0.90897317,1.4599507,0.30732555,-0.49361209
-0.57401527,0.90385799,-0.89509973,1.40944516,0.32108446,-0.50558717
-0.54439675,0.9281253,-0.84671589,1.44353992,0.30231914,-0.51541462
-0.59309411,0.85971892,-0.93716925,1.35847268,0.34407515,-0.49875376
-0.59912339,0.94639692,-0.91261942,1.44160655,0.31349603,-0.49520963
-0.58232356,0.92019567,-0.90003649,1.42225,0.31771293,-0.50205433
-0.62371464,0.96980874,-0.93623735,1.45574772,0.31252271,-0.48593898
-0.62110588,0.93667515,-0.94447125,1.42433485,0.32336537,-0.4876597
-0.59703487,0.92396613,-0.9179204,1.42056586,0.32088553,-0.49659973
-0.55650775,0.88454833,-0.87908763,1.39727702,0.32257988,-0.51272869
-0.56048052,0.93524303,-0.86571353,1.44456856,0.30523301,-0.50932554
-0.62515288,0.88079939,-0.97037703,1.36719757,0.34522415,-0.48639818
-0.66616283,0.91832516,-1.00815915,1.38977719,0.34199632,-0.47145203
-0.55878807,0.96200016,-0.8541471,1.47048531,0.29535903,-0.50848515
-0.6390853,0.94996352,-0.96272336,1.43103288,0.32363807,-0.48106936
-0.64814997,0.91041899,-0.98844148,1.38840692,0.34029152,-0.47798793
-0.64362976,0.90268603,-0.98559739,1.38229313,0.34196763,-0.4796071
-0.60092867,0.86071687,-0.94698181,1.35637266,0.34605314,-0.49565579
-0.57767578,0.92781134,-0.89115738,1.43129754,0.3134816,-0.5034862
-0.58122163,0.9076271,-0.90320778,1.41043591,0.32198615,-0.50280881
-0.60728037,0.87255895,-0.95056893,1.36580642,0.34328856,-0.49324747
-0.66293959,0.9379118,-0.99707365,1.41063704,0.33413406,-0.47272524
-0.55192452,0.95106808,-0.8487489,1.46255139,0.29682437,-0.51148332
-0.61643802,0.85846376,-0.96792017,1.34794476,0.35148215,-0.48948099
-0.66910673,0.87448767,-1.02822963,1.34384262,0.35912291,-0.46935495
-0.59217023,0.84558612,-0.9416231,1.34458538,0.34945287,-0.49899925
-0.57637237,0.87751142,-0.9082221,1.3827437,0.33184973,-0.50523228
-0.54513778,0.91478077,-0.85252862,1.43060489,0.30739083,-0.51582413
-0.61686975,0.9332957,-0.9402363,1.42253448,0.32336655,-0.48923878
-0.66388983,0.8887071,-1.0163135,1.36047426,0.35242367,-0.47176715
-0.64371116,0.92308493,-0.97819128,1.40273103,0.33448011,-0.4796461
-0.60370612,0.83044393,-0.96281566,1.32442655,0.35910954,-0.49398263
-0.63882017,0.90367089,-0.97913484,1.38507782,0.34031466,-0.48140693
-0.53321558,0.91699644,-0.835609,1.43703691,0.30239341,-0.52004047
-0.62717226,0.83309595,-0.99186936,1.3175365,0.3646971,-0.48444056
-0.61855227,0.96290458,-0.93198347,1.45082508,0.3134312,-0.4879205
-0.52998059,0.86768052,-0.84973757,1.39118442,0.31975698,-0.5235039
-0.62078155,0.90776116,-0.95458625,1.39587963,0.3338047,-0.48811847
-0.558846,0.89425394,-0.8785313,1.40580783,0.3196853,-0.51155389
-0.60071701,0.84034668,-0.95488343,1.33579225,0.35416643,-0.49544557
-0.55126469,0.96267321,-0.84388713,1.4736796,0.29262244,-0.51100639
-0.56755383,0.86488207,-0.90146185,1.37371672,0.33390801,-0.50883465
-0.60881072,0.8409028,-0.96513848,1.33307056,0.35632776,-0.49216777
-0.61404882,0.82190065,-0.97969509,1.31131598,0.36564627,-0.48941533
-0.54388471,0.90249582,-0.85535852,1.41934031,0.31147381,-0.51684449
-0.61676702,0.96783729,-0.92799273,1.45621595,0.31122571,-0.48837866
-0.58704731,0.84188866,-0.9364158,1.34292045,0.34936848,-0.50103179
-0.6534263,0.87626083,-1.00795853,1.35169732,0.35453223,-0.47543648
-0.5746182,0.88754594,-0.90204727,1.39328755,0.32742907,-0.50574162
-0.52486988,0.92399842,-0.82174396,1.44662543,0.29687408,-0.52262701
-0.6128555,0.83208205,-0.97395409,1.3223504,0.36109859,-0.49026835
-0.58049534,0.93112805,-0.8936788,1.43348161,0.31318346,-0.50235356
-0.58310714,0.84470027,-0.93009918,1.34735966,0.34699205,-0.50265939
-0.57984549,0.96445308,-0.88115074,1.46561206,0.30130525,-0.50115899
-0.54446755,0.95564307,-0.83718339,1.46941449,0.29271584,-0.51377142
-0.53874375,0.87892515,-0.85730679,1.39863988,0.31856303,-0.51971473
-0.57928941,0.92622686,-0.89385526,1.42918677,0.31456586,-0.50295991
-0.55311141,0.86623149,-0.88162784,1.38072327,0.32851643,-0.51449178
-0.67029724,0.92039716,-1.0125633,1.39036882,0.34226606,-0.46997166
-0.53674938,0.91260281,-0.84199516,1.43159393,0.30524578,-0.51899112
-0.59428143,0.94394293,-0.90717868,1.44094171,0.31289725,-0.49699879
-0.61781519,0.94803916,-0.93621393,1.43662294,0.31839874,-0.48858378
-0.61860098,0.87749103,-0.9632528,1.36638272,0.34465182,-0.4888917
-0.52631716,0.89204574,-0.83541299,1.41592685,0.30909583,-0.52388111
-0.60788953,0.90067248,-0.94061323,1.39364871,0.33272371,-0.49297623
-0.60421777,0.96353435,-0.91326841,1.45637141,0.30905064,-0.49283706
-0.65857593,0.86645932,-1.01820264,1.33960434,0.35962672,-0.47314502
-0.53750802,0.90048986,-0.84748289,1.4197923,0.30997487,-0.51930244
-0.63957878,0.87622153,-0.99050717,1.35699267,0.35092839,-0.48077114
-0.5530611,0.87301208,-0.8789119,1.38737058,0.3258508,-0.51435851
-0.60270251,0.89583134,-0.93571002,1.39079953,0.33300752,-0.49496819
-0.55623956,0.84904729,-0.89265913,1.36256007,0.33641957,-0.51351278
-0.55324353,0.94017722,-0.85431185,1.45181009,0.30106832,-0.51163287
-0.61948815,0.86288106,-0.97009232,1.35123535,0.35060417,-0.48835429
-0.62690109,0.84856267,-0.98526546,1.33363859,0.35836437,-0.48507592
-0.53651884,0.86011475,-0.86161484,1.38128911,0.325096,-0.52117436
-0.63934841,0.83951311,-1.00471146,1.3192626,0.36536305,-0.47974949
-0.56304596,0.94442728,-0.86588622,1.45239755,0.30284027,-0.50797028
-0.57111801,0.94997528,-0.87464598,1.45485178,0.30352797,-0.5048765
-0.56855281,0.93991299,-0.87478197,1.44616107,0.30622916,-0.50624807
-0.5670931,0.87980226,-0.89503572,1.38858055,0.32794262,-0.50877829
-0.55160486,0.95306163,-0.84763288,1.46453817,0.29602802,-0.51147654
-0.54702991,0.86146893,-0.87531575,1.37845721,0.32828584,-0.51698828
